gallery_id,gallery_name,gallery_type,post_no,title,writer,created_at_raw,created_at_iso,views,recommend,unrecommend,comment_count_hint,actual_comment_count,body_length,has_image,image_count,has_video,video_count,has_external_link,external_link_count,fetch_status,crawled_at
bitcoins_new1,비트코인,G,9348046,"한국주식, 코스피 6200돌파..증시·부동산 안정화",비갤러(211.36),2026-04-18 14:25:20,2026-04-18 14:25:20,281,7,1,6,6,563,True,2,False,0,False,0,success,2026-04-18 23:36:47
bitcoins_new1,비트코인,G,9326574,"미국 트럼프, ""전쟁비용 2200조원 요구 및 어록",비갤러(211.118),2026-04-06 19:16:48,2026-04-06 19:16:48,2840,15,1,11,9,3226,True,3,False,0,False,0,success,2026-04-18 23:36:51
